,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64
100,0,2,10,14,16,12,0,0,0,10,12,7,10,12,0,0,0,0,0,0,13,10,0,0,0,0,0,3,16,3,0,0,0,0,0,13,10,0,0,0,0,0,5,16,1,0,0,0,0,0,14,15,12,16,10,0,0,1,16,13,9,3,0,0,7
101,0,0,0,5,15,3,0,0,0,0,2,16,4,0,0,0,0,0,8,12,0,2,12,0,0,3,16,1,0,11,10,0,0,9,13,0,3,16,5,0,0,13,15,16,16,12,0,0,0,5,12,14,16,4,0,0,0,0,0,6,15,2,0,0,4
102,0,0,4,13,14,16,3,0,0,0,6,11,10,16,1,0,0,0,0,0,7,14,0,0,0,0,9,16,16,16,12,0,0,0,15,13,16,7,2,0,0,0,0,8,12,0,0,0,0,0,2,14,6,0,0,0,0,0,8,13,1,0,0,0,7
103,0,0,1,12,6,0,0,0,0,0,12,15,0,0,0,0,0,4,16,10,0,0,0,0,0,7,16,10,1,0,0,0,0,8,16,16,15,7,0,0,0,6,16,9,9,16,3,0,0,0,8,16,13,15,11,0,0,0,1,10,15,14,4,0,6
104,0,1,11,13,10,1,0,0,0,8,12,3,13,10,0,0,0,8,11,2,11,16,1,0,0,1,15,16,16,16,2,0,0,0,2,8,3,9,6,0,0,0,0,0,0,7,9,0,0,2,12,3,0,9,12,0,0,1,9,15,16,13,3,0,7
105,0,0,0,4,13,13,0,0,0,0,0,10,16,16,1,0,0,0,3,14,16,13,0,0,0,0,8,16,16,5,0,0,0,3,15,16,16,4,0,0,0,4,16,16,16,6,0,0,0,2,8,15,16,9,0,0,0,0,0,4,14,12,0,0,7
106,0,2,10,12,16,8,0,0,0,4,8,5,13,16,0,0,0,0,0,7,15,7,0,0,0,0,6,16,10,0,0,0,0,0,0,5,16,11,0,0,0,0,0,0,6,16,3,0,0,0,0,0,10,16,5,0,0,2,14,16,12,9,0,0,7
107,0,0,7,16,16,15,8,0,0,0,12,15,15,16,11,0,0,0,0,3,14,15,2,0,0,0,1,14,12,1,0,0,0,0,1,16,15,5,0,0,0,0,0,3,12,15,0,0,0,0,0,4,12,14,1,0,0,0,10,15,10,4,0,0,7
108,0,2,13,13,11,9,0,0,0,10,16,16,16,15,10,0,0,11,16,9,0,0,0,0,0,3,15,16,8,0,0,0,0,0,2,11,14,0,0,0,0,0,0,8,16,0,0,0,0,0,1,11,11,0,0,0,0,1,16,15,4,0,0,0,6
109,0,0,2,15,10,1,0,0,0,2,13,12,14,9,0,0,0,6,16,1,1,14,2,0,0,8,16,0,0,10,5,0,0,8,14,2,0,8,8,0,0,6,14,0,0,8,8,0,0,1,14,12,8,15,6,0,0,0,3,13,16,8,1,0,0
110,0,0,0,7,13,2,0,0,0,0,0,14,14,2,0,0,0,0,5,16,4,0,0,0,0,1,11,16,4,0,0,0,0,5,16,16,15,12,0,0,0,0,9,16,1,13,7,0,0,0,4,16,6,15,5,0,0,0,0,6,14,14,1,0,6
111,0,0,6,14,11,0,0,0,0,3,16,9,16,0,0,0,0,3,7,5,12,0,0,0,0,0,1,14,8,2,0,0,0,0,2,16,16,16,4,0,0,0,0,0,0,11,8,0,0,0,0,4,10,15,2,0,0,0,5,16,12,4,0,0,6
112,0,0,11,16,16,12,0,0,0,3,16,7,14,16,1,0,0,0,15,14,15,16,6,0,0,0,2,10,9,15,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,12,8,0,0,0,6,11,6,15,5,0,0,0,9,16,16,12,0,0,9
113,0,0,5,13,7,0,0,0,0,0,12,12,14,2,0,0,0,0,12,0,12,6,0,0,0,0,6,1,15,3,0,0,0,0,0,6,11,0,0,0,0,0,5,14,3,0,0,0,0,0,11,16,8,2,6,3,0,0,4,8,10,16,12,1,7
114,0,0,5,13,11,1,0,0,0,3,16,11,8,12,0,0,0,5,16,0,0,13,3,0,0,5,13,0,0,6,7,0,0,7,10,0,0,8,7,0,0,4,13,0,1,14,5,0,0,1,15,5,12,10,0,0,0,0,7,16,10,1,0,0,0
115,0,0,4,12,13,5,0,0,0,0,14,16,16,16,4,0,0,6,13,2,1,11,8,0,0,6,11,0,0,8,8,0,0,4,16,0,0,10,8,0,0,4,16,4,8,16,3,0,0,0,16,16,16,12,0,0,0,0,4,15,14,3,0,0,0
116,0,0,2,15,15,3,0,0,0,0,8,14,16,11,0,0,0,0,0,0,11,14,0,0,0,0,0,0,11,14,3,0,0,0,4,12,16,16,7,0,0,0,11,16,12,1,0,0,0,0,1,14,6,0,0,0,0,0,4,12,1,0,0,0,7
117,0,1,8,14,15,2,0,0,0,2,13,9,14,8,0,0,0,0,0,0,12,9,0,0,0,0,2,13,13,0,0,0,0,0,3,15,16,6,0,0,0,1,1,0,12,14,0,0,0,5,13,5,6,16,1,0,0,1,9,12,13,9,0,0,7
118,0,2,16,16,16,14,5,0,0,9,16,11,6,8,3,0,0,9,16,2,0,0,0,0,0,3,16,13,1,0,0,0,0,0,8,16,12,0,0,0,0,0,0,12,16,4,0,0,0,0,1,11,16,6,0,0,0,4,16,16,8,0,0,0,6
119,0,0,6,16,16,16,12,0,0,0,13,10,8,16,5,0,0,1,15,1,9,12,0,0,0,0,4,0,13,7,0,0,0,0,10,16,16,16,9,0,0,0,7,14,12,8,3,0,0,0,3,15,5,0,0,0,0,0,8,15,0,0,0,0,7
120,0,0,0,7,13,8,0,0,0,0,2,16,8,15,0,0,0,0,4,12,8,11,0,0,0,0,2,16,16,3,0,0,0,0,5,16,16,2,0,0,0,2,16,7,9,11,0,0,0,0,9,12,1,14,6,0,0,0,0,6,15,15,12,0,7
121,0,0,0,13,12,0,0,0,0,0,6,16,4,0,0,0,0,2,16,10,0,0,0,0,0,5,16,10,0,0,0,0,0,8,15,15,6,0,0,0,0,3,16,14,13,10,2,0,0,0,12,16,13,16,12,0,0,0,1,10,16,14,4,0,6
122,0,0,11,10,12,4,0,0,0,0,12,13,9,16,1,0,0,0,7,13,11,16,0,0,0,0,1,16,14,4,0,0,0,0,10,16,13,0,0,0,0,0,14,7,12,7,0,0,0,4,14,4,12,13,0,0,0,1,11,14,12,4,0,0,7
123,0,0,5,15,14,3,0,0,0,0,13,15,9,15,2,0,0,4,16,12,0,10,6,0,0,8,16,9,0,8,10,0,0,7,15,5,0,12,11,0,0,7,13,0,5,16,6,0,0,0,16,12,15,13,1,0,0,0,6,16,12,2,0,0,0
124,0,0,0,6,11,0,0,0,0,0,0,15,10,0,0,0,0,0,7,15,2,0,0,0,0,0,16,6,0,0,0,0,0,3,16,7,5,5,0,0,0,2,16,13,9,13,11,0,0,0,8,13,7,5,15,3,0,0,0,5,11,13,12,2,6
125,0,0,6,12,12,6,0,0,0,0,11,16,16,13,0,0,0,0,12,16,16,8,0,0,0,0,8,16,16,12,0,0,0,2,13,16,16,12,0,0,0,1,16,16,16,10,0,0,0,0,16,16,16,8,0,0,0,0,2,11,10,4,0,0,7
126,0,1,12,15,10,2,0,0,0,4,14,1,6,12,2,0,0,7,15,0,1,14,4,0,0,3,15,12,15,10,0,0,0,0,3,15,1,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,10,6,0,0,0,0,11,12,13,4,0,0,7
127,0,0,4,16,16,9,0,0,0,0,1,9,10,16,1,0,0,0,0,5,15,16,1,0,0,0,0,10,16,5,0,0,0,0,0,2,16,6,0,0,0,0,0,0,10,10,0,0,0,0,11,8,12,14,1,0,0,0,5,13,16,15,0,0,7
128,0,0,5,15,14,3,0,0,0,2,14,7,4,13,0,0,0,2,15,5,5,16,1,0,0,0,7,15,16,16,3,0,0,0,0,1,3,7,10,0,0,0,0,0,0,2,14,0,0,0,8,9,4,2,16,1,0,0,4,11,13,16,11,0,7
129,0,0,4,12,5,0,0,0,0,0,12,14,15,7,0,0,0,2,14,1,2,16,0,0,0,4,8,0,0,10,4,0,0,7,8,0,0,6,8,0,0,4,11,0,0,5,8,0,0,0,14,11,3,13,5,0,0,0,2,11,16,11,0,0,0
130,0,1,12,16,13,2,0,0,0,5,14,6,13,12,0,0,0,0,0,3,15,7,0,0,0,0,2,16,8,0,0,0,0,0,1,12,16,11,1,0,0,0,0,0,5,15,7,0,0,0,6,0,4,14,7,0,0,0,16,16,15,8,1,0,7
131,0,0,2,8,8,8,12,2,0,0,12,16,14,14,15,1,0,0,14,9,0,12,6,0,0,0,10,2,8,11,0,0,0,0,0,2,14,3,0,0,0,0,0,9,8,0,0,0,0,0,0,14,4,0,0,0,0,0,3,15,0,0,0,0,7
132,0,5,16,15,5,0,0,0,0,2,12,15,16,0,0,0,0,0,0,14,14,2,0,0,0,0,2,16,9,0,0,0,0,0,11,16,2,0,0,0,0,4,16,8,0,0,0,0,0,13,16,11,8,8,3,0,0,6,16,16,16,16,7,0,7
133,0,0,1,8,13,1,0,0,0,0,6,16,16,9,0,0,0,1,15,16,16,10,0,0,0,6,15,14,6,0,0,0,0,3,7,6,6,0,0,0,0,1,10,2,11,0,0,0,0,0,4,11,13,2,0,0,0,0,0,5,12,5,0,0,7
134,0,0,5,15,16,15,1,0,0,10,16,11,8,16,5,0,0,12,10,1,10,15,1,0,0,0,0,8,16,11,1,0,0,0,0,1,10,16,10,0,0,0,0,2,0,7,16,0,0,0,8,13,5,15,12,0,0,0,5,15,16,14,3,0,7
135,0,0,0,9,16,6,0,0,0,0,4,15,6,15,0,0,0,0,8,11,9,11,0,0,0,0,8,16,14,2,0,0,0,0,11,16,13,0,0,0,0,6,14,2,12,9,0,0,0,5,16,11,5,13,4,0,0,0,3,8,13,16,9,0,7
136,0,1,11,15,13,2,0,0,0,8,13,5,14,9,0,0,0,3,15,1,10,12,0,0,0,0,7,15,14,16,3,0,0,0,0,0,0,13,8,0,0,0,0,0,0,12,8,0,0,2,8,4,5,16,7,0,0,1,15,16,15,8,1,0,9
137,0,0,9,16,16,13,2,0,0,2,15,2,3,3,0,0,0,7,9,0,1,4,0,0,0,8,12,7,13,14,7,0,0,6,16,8,0,5,8,0,0,1,3,0,0,9,6,0,0,0,3,4,1,15,0,0,0,0,7,16,12,7,0,0,9
138,0,0,8,15,16,6,0,0,0,0,13,13,13,13,0,0,0,0,2,6,16,9,0,0,0,0,0,3,16,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,15,0,0,0,0,7,4,11,16,1,0,0,0,7,16,16,8,0,0,7
139,0,0,10,15,14,4,0,0,0,0,4,6,13,16,2,0,0,0,0,3,16,9,0,0,0,0,0,1,16,6,0,0,0,0,0,0,10,12,0,0,0,0,0,0,1,16,4,0,0,1,9,5,6,16,7,0,0,0,14,12,15,11,2,0,7
140,0,0,1,13,7,0,0,0,0,0,7,14,2,0,0,0,0,0,13,5,0,0,0,0,0,0,16,3,0,0,0,0,0,3,16,10,12,12,3,0,0,3,16,11,5,9,12,0,0,1,13,11,4,13,11,0,0,0,1,12,16,11,2,0,6
141,0,0,0,8,13,0,0,0,0,0,0,14,6,0,0,0,0,0,6,12,0,0,0,0,0,0,8,13,8,2,0,0,0,0,13,16,13,14,4,0,0,0,11,8,2,3,13,0,0,0,7,11,5,12,11,0,0,0,1,11,12,4,0,0,6
142,0,0,6,16,13,11,1,0,0,0,16,15,12,16,1,0,0,3,16,7,0,13,6,0,0,4,16,0,0,10,8,0,0,8,16,0,0,14,6,0,0,5,16,7,9,16,5,0,0,1,15,16,16,16,1,0,0,0,6,16,14,6,0,0,0
143,0,0,8,16,15,6,0,0,0,5,14,4,4,15,0,0,0,6,13,0,1,15,2,0,0,1,11,11,13,10,0,0,0,0,1,16,16,3,0,0,0,0,12,9,5,13,2,0,0,0,16,2,1,13,8,0,0,0,8,15,16,14,1,0,7
144,0,0,4,13,15,9,0,0,0,4,14,6,5,16,0,0,0,7,12,2,2,16,0,0,0,4,16,15,14,7,0,0,0,0,9,16,16,5,0,0,0,0,10,6,8,15,2,0,0,0,11,9,4,13,11,0,0,0,2,14,16,15,6,0,7
145,0,1,11,16,13,4,0,0,0,1,15,7,14,14,1,0,0,0,0,0,6,15,1,0,0,0,1,10,15,6,0,0,0,0,5,15,14,7,0,0,0,0,1,0,5,16,3,0,0,5,11,1,1,16,4,0,0,0,10,15,16,10,1,0,7
146,0,0,4,9,13,13,0,0,0,1,13,15,6,2,0,0,0,0,9,7,0,0,0,0,0,0,13,3,4,0,0,0,0,2,16,16,16,8,0,0,0,2,11,3,0,10,4,0,0,0,2,5,4,15,1,0,0,0,3,12,14,8,0,0,6
147,0,0,13,14,10,2,0,0,0,0,6,16,16,16,0,0,0,0,0,16,16,16,4,0,0,0,4,16,16,14,2,0,0,0,8,16,16,7,0,0,0,3,15,16,16,4,0,0,0,1,16,16,14,1,0,0,0,0,14,16,13,3,0,0,7
148,0,4,15,16,16,16,4,0,0,4,16,15,9,7,1,0,0,0,15,14,1,0,0,0,0,0,5,16,9,0,0,0,0,0,0,14,16,0,0,0,0,0,0,9,16,5,0,0,0,3,10,13,16,4,0,0,0,5,16,16,12,0,0,0,6
149,0,3,16,16,12,12,6,0,0,0,4,4,5,14,8,0,0,0,0,0,11,11,0,0,0,0,0,4,16,3,0,0,0,0,0,0,12,11,0,0,0,0,0,0,9,14,0,0,0,0,3,7,15,4,0,0,0,3,16,14,4,0,0,0,7
150,0,6,16,16,16,15,10,0,0,9,16,13,8,6,5,0,0,12,16,1,0,0,0,0,0,10,16,7,0,0,0,0,0,3,15,15,3,0,0,0,0,0,3,16,13,0,0,0,0,1,5,16,9,0,0,0,0,9,16,11,0,0,0,0,6
151,0,0,3,15,13,2,0,0,0,0,10,16,12,13,0,0,0,0,13,13,9,14,0,0,0,0,6,15,15,11,0,0,0,0,4,16,14,1,0,0,0,0,11,14,15,5,0,0,0,0,9,10,14,9,0,0,0,0,4,16,15,2,0,0,7
152,0,0,5,14,10,7,0,0,0,0,16,16,16,16,3,0,0,3,16,10,2,16,7,0,0,7,16,3,0,12,8,0,0,8,16,1,0,12,8,0,0,7,16,5,2,16,4,0,0,2,16,15,14,13,0,0,0,0,7,15,13,2,0,0,0
153,0,0,14,16,14,6,0,0,0,0,7,10,16,16,3,0,0,0,0,5,16,16,1,0,0,0,0,2,16,8,0,0,0,0,0,0,12,13,1,0,0,0,0,0,4,16,7,0,0,0,5,9,14,16,7,0,0,0,13,16,16,10,1,0,7
154,0,0,10,16,16,4,0,0,0,9,16,11,14,8,0,0,0,13,8,0,14,6,0,0,0,0,0,1,16,4,0,0,0,0,0,8,13,0,0,0,0,0,1,14,7,0,0,0,0,0,12,16,9,12,6,0,0,1,14,16,16,16,14,0,7
155,0,0,0,0,15,7,0,0,0,0,0,10,16,6,0,0,0,0,8,15,14,4,0,0,0,6,15,2,15,2,1,0,0,9,16,16,16,16,11,0,0,5,10,12,16,8,1,0,0,0,0,1,15,0,0,0,0,0,0,1,15,0,0,0,7
156,0,0,13,14,9,1,0,0,0,5,16,12,12,12,1,0,0,6,16,2,2,16,5,0,0,3,16,5,3,16,9,0,0,0,9,16,16,16,10,0,0,0,0,6,7,15,9,0,0,0,0,0,6,16,5,0,0,0,10,16,16,12,0,0,7
157,0,0,13,16,16,15,2,0,0,0,14,13,11,16,2,0,0,0,11,13,15,6,0,0,0,0,5,16,10,0,0,0,0,0,10,14,15,0,0,0,0,1,14,3,15,7,0,0,0,6,11,0,15,6,0,0,0,1,13,16,15,3,0,0,7
158,0,0,0,4,15,6,0,0,0,0,0,13,13,1,0,0,0,0,7,16,2,0,0,0,0,4,15,8,0,5,0,0,0,11,14,1,6,16,5,0,1,16,14,12,16,16,3,0,0,10,12,10,16,10,0,0,0,0,0,6,16,2,0,0,6
159,0,4,16,15,2,0,0,0,0,11,15,15,7,0,0,0,0,9,10,6,14,0,0,0,0,0,0,7,15,0,0,0,0,0,0,13,10,0,0,0,0,0,1,16,7,2,2,0,0,1,12,16,15,16,15,0,0,4,16,16,16,12,11,0,6
160,0,0,9,9,4,0,0,0,0,0,15,15,14,12,0,0,0,3,10,1,0,12,5,0,0,5,8,0,0,8,6,0,0,8,8,0,0,8,8,0,0,5,8,0,0,10,6,0,0,4,13,4,6,13,0,0,0,0,6,16,14,3,0,0,0
161,0,0,15,15,10,2,0,0,0,0,16,5,8,11,0,0,0,0,9,12,1,14,4,0,0,0,6,16,16,15,2,0,0,0,0,4,11,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,11,0,0,0,0,10,12,13,11,0,0,7
162,0,0,0,3,13,7,0,0,0,0,1,14,11,0,0,0,0,0,12,12,1,2,3,0,0,7,16,4,1,15,10,0,0,10,14,0,7,16,8,0,0,15,16,16,16,16,1,0,0,4,11,11,15,11,0,0,0,0,0,2,15,4,0,0,7
163,0,0,0,12,16,1,0,0,0,0,4,16,11,0,0,0,0,0,12,15,1,0,0,0,0,0,15,13,8,4,0,0,0,3,16,15,11,15,7,0,0,2,15,10,0,4,15,3,0,0,8,12,4,6,16,5,0,0,1,11,16,16,13,0,6
164,0,0,8,16,15,4,0,0,0,10,16,11,13,12,0,0,0,12,7,0,13,8,0,0,0,0,1,7,16,12,5,0,0,5,15,16,16,14,9,0,0,2,8,15,10,0,0,0,0,0,7,16,2,0,0,0,0,0,10,13,0,0,0,0,7
165,0,0,2,14,8,0,0,0,0,3,14,10,16,1,0,0,0,11,8,2,15,0,0,0,0,9,8,1,13,0,0,0,0,1,3,6,10,0,0,0,0,0,0,9,7,0,0,0,0,0,0,14,9,4,7,3,0,0,1,14,16,16,13,8,6
166,0,0,0,14,5,0,0,0,0,0,5,16,5,0,0,0,0,0,13,12,0,1,3,0,0,4,16,5,1,15,11,0,0,10,15,4,13,16,3,0,0,8,16,16,16,10,0,0,0,2,11,12,15,1,0,0,0,0,0,16,9,0,0,0,7
167,0,0,10,10,12,7,0,0,0,0,15,13,5,12,5,0,0,4,13,4,0,2,8,0,0,8,4,0,0,3,8,0,0,8,4,0,0,7,5,0,0,6,6,0,0,11,2,0,0,1,13,3,3,12,0,0,0,0,7,15,16,7,0,0,0
168,0,3,12,12,14,15,3,0,0,4,15,4,4,4,0,0,0,5,12,0,0,2,0,0,0,5,15,12,15,15,5,0,0,5,12,6,0,8,8,0,0,0,0,0,0,10,7,0,0,1,9,0,7,14,1,0,0,2,15,16,14,3,0,0,9
169,0,0,0,6,14,8,0,0,0,0,8,16,12,8,0,0,0,3,16,14,3,0,0,0,0,6,16,16,16,11,1,0,0,8,16,13,4,14,5,0,0,2,16,9,0,8,12,0,0,0,10,15,6,13,9,0,0,0,0,8,14,16,9,0,6
170,0,2,16,16,16,16,3,0,0,1,16,13,6,4,0,0,0,9,16,3,0,0,0,0,0,9,16,13,7,0,0,0,0,3,11,13,16,9,0,0,0,0,0,0,7,16,1,0,0,2,11,5,12,14,0,0,0,3,16,16,16,5,0,0,6
171,0,4,15,15,8,0,0,0,0,8,16,16,16,3,0,0,0,1,0,1,15,5,0,0,0,0,0,0,11,6,0,0,0,0,0,3,15,2,0,0,0,0,4,15,16,14,6,0,0,6,16,16,15,11,3,0,0,7,14,11,0,0,0,0,7
172,0,0,2,16,13,0,0,0,0,0,4,16,15,0,0,0,0,0,4,16,12,0,0,0,0,0,7,16,10,0,0,0,0,0,5,16,9,0,0,0,0,0,7,16,7,0,0,0,0,0,3,16,9,0,0,0,0,0,1,12,15,0,0,0,6
173,0,0,9,15,16,5,0,0,0,0,16,16,16,13,0,0,0,0,0,3,16,11,0,0,0,0,2,7,16,13,10,0,0,2,15,16,16,12,4,0,0,3,13,16,10,0,0,0,0,0,7,16,2,0,0,0,0,0,12,13,0,0,0,0,7
174,0,0,0,5,15,13,2,0,0,0,0,12,7,11,6,0,0,0,0,9,12,15,1,0,0,0,1,8,16,4,0,0,0,3,15,8,13,0,0,0,0,7,12,0,10,7,0,0,0,0,12,11,10,8,0,0,0,0,0,6,13,10,0,0,7
175,0,1,11,16,11,0,0,0,0,10,14,11,16,0,0,0,0,14,5,6,15,0,0,0,0,3,1,11,14,3,1,0,0,2,13,16,16,16,9,0,0,2,14,16,5,4,2,0,0,0,11,11,0,0,0,0,0,0,16,3,0,0,0,0,6
176,0,0,4,11,16,16,2,0,0,0,8,8,9,14,0,0,0,0,0,0,11,12,3,0,0,6,15,16,16,15,6,0,0,3,7,11,13,0,0,0,0,0,0,15,2,0,0,0,0,0,3,16,0,0,0,0,0,0,5,12,0,0,0,0,7
177,0,0,9,13,16,16,4,0,0,2,12,5,4,14,4,0,0,0,0,0,5,13,0,0,0,0,0,3,13,12,5,0,0,0,0,13,14,12,8,0,0,0,0,13,6,0,0,0,0,0,4,14,1,0,0,0,0,0,14,7,0,0,0,0,7
178,0,0,3,12,3,0,0,0,0,0,13,14,2,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,5,3,0,0,0,4,10,16,16,16,4,0,0,6,16,4,0,8,9,0,0,0,15,12,4,9,12,0,0,0,2,13,16,14,4,0,6
179,0,0,2,16,12,0,0,0,0,0,5,16,16,1,0,0,0,0,2,16,15,0,0,0,0,0,6,16,14,0,0,0,0,0,8,16,9,0,0,0,0,0,7,16,14,0,0,0,0,0,8,16,11,0,0,0,0,0,2,15,13,0,0,0,6
180,0,0,3,12,7,0,0,0,0,0,14,12,12,4,0,0,0,2,14,0,1,13,0,0,0,1,12,0,0,7,5,0,0,2,13,0,0,2,10,0,0,0,15,3,0,3,14,0,0,0,7,12,8,11,12,0,0,0,2,11,16,11,2,0,0
181,0,0,2,16,8,0,0,0,0,0,8,16,6,0,0,0,0,0,15,10,0,0,0,0,0,4,16,2,0,0,0,0,0,8,16,16,16,14,2,0,0,8,16,7,4,16,8,0,0,1,16,9,6,16,4,0,0,0,3,12,16,12,0,0,6
182,0,0,1,10,16,16,1,0,0,0,9,16,13,16,1,0,0,0,0,0,5,11,0,0,0,0,0,3,12,12,5,0,0,0,7,16,16,10,4,0,0,0,3,11,13,0,0,0,0,0,0,11,5,0,0,0,0,0,0,15,0,0,0,0,7
183,0,0,4,15,11,1,0,0,0,2,14,14,16,8,0,0,0,8,15,2,3,13,0,0,0,4,16,0,0,12,7,0,0,7,16,0,0,12,8,0,0,3,16,6,1,14,9,0,0,0,15,16,16,16,2,0,0,0,4,13,14,6,0,0,0
184,0,0,10,15,15,11,4,0,0,1,10,5,7,16,10,0,0,0,0,1,14,14,0,0,0,0,0,11,13,0,0,0,0,0,0,5,16,5,0,0,0,0,0,1,10,14,0,0,0,0,0,2,7,15,3,0,0,0,6,11,16,8,0,0,7
185,0,0,2,14,14,0,0,0,0,0,1,15,16,2,0,0,0,0,0,14,16,3,0,0,0,0,0,10,16,5,0,0,0,0,0,12,14,1,0,0,0,0,0,13,13,0,0,0,0,0,1,16,11,0,0,0,0,0,2,15,12,0,0,0,7
186,0,0,4,14,16,4,0,0,0,0,12,8,9,12,0,0,0,2,11,0,0,12,3,0,0,4,7,0,0,5,8,0,0,6,4,0,0,4,8,0,0,4,9,0,0,6,8,0,0,0,14,9,6,15,2,0,0,0,4,16,15,5,0,0,0
187,0,0,1,10,0,0,0,0,0,0,4,15,0,0,0,0,0,0,10,11,0,0,0,0,0,0,13,9,3,2,0,0,0,0,13,16,16,15,4,0,0,0,13,13,6,4,12,0,0,0,9,11,5,9,15,2,0,0,2,12,16,12,6,0,6
188,0,0,6,15,4,0,0,0,0,1,14,7,0,0,0,0,0,4,15,1,0,0,0,0,0,5,11,0,2,1,0,0,0,4,13,12,16,13,3,0,0,1,16,2,1,8,10,0,0,0,12,4,0,11,12,0,0,0,4,13,12,14,2,0,6
189,0,1,12,13,13,0,0,0,0,4,11,6,3,0,0,0,0,7,11,8,6,1,0,0,0,5,15,12,13,12,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,8,8,0,0,2,10,8,7,15,3,0,0,1,13,16,12,5,0,0,9
190,0,0,12,16,15,1,0,0,0,5,16,10,15,8,0,0,0,1,7,3,14,6,0,0,0,0,0,12,16,7,0,0,0,0,0,3,13,16,6,0,0,0,4,0,0,15,11,0,0,2,16,10,11,16,7,0,0,0,10,16,16,10,1,0,7
191,0,0,4,16,16,4,0,0,0,0,12,11,7,11,0,0,0,0,9,2,5,12,0,0,0,0,0,0,7,11,0,0,0,0,0,0,13,6,0,0,0,0,0,2,16,1,0,0,0,0,1,15,15,10,1,0,0,0,5,16,8,11,11,0,7
192,0,0,0,12,11,1,0,0,0,0,3,16,13,10,0,0,0,0,8,9,1,12,0,0,0,2,16,9,0,10,5,0,0,4,16,8,0,7,8,0,0,1,16,3,0,10,7,0,0,0,8,13,9,16,6,0,0,0,1,10,16,13,1,0,0
193,0,0,9,16,6,0,0,0,0,3,16,1,16,10,8,0,0,0,15,6,16,8,0,0,0,0,3,16,11,0,0,0,0,0,1,14,12,0,0,0,0,0,6,9,11,2,0,0,0,0,12,1,13,0,0,0,0,0,12,14,3,0,0,0,7
194,0,0,3,11,15,8,0,0,0,4,14,8,13,14,0,0,0,8,11,3,15,6,0,0,0,1,1,9,14,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,1,13,7,0,0,0,9,8,2,6,11,0,0,0,4,10,14,16,10,0,7
195,0,2,13,16,16,15,4,0,0,7,12,8,8,16,12,0,0,0,0,0,8,16,7,0,0,0,0,0,14,10,0,0,0,0,0,0,12,15,3,0,0,0,0,0,2,16,11,0,0,0,4,4,7,16,10,0,0,2,15,16,16,12,1,0,7
196,0,0,12,16,14,4,0,0,0,0,8,14,16,10,0,0,0,0,0,0,14,13,0,0,0,0,0,0,13,10,0,0,0,2,15,16,16,13,3,0,0,1,8,12,15,12,4,0,0,0,2,15,8,0,0,0,0,0,12,13,0,0,0,0,7
197,0,0,13,9,0,0,0,0,0,8,16,15,0,0,0,0,0,9,9,13,2,0,0,0,0,0,0,11,3,0,0,0,0,0,1,13,0,0,0,0,0,0,4,13,0,0,0,0,0,1,13,15,8,12,11,0,0,0,12,16,16,12,2,0,5
198,0,0,11,16,16,7,0,0,0,2,16,10,11,15,0,0,0,0,15,4,4,16,3,0,0,0,3,3,5,16,1,0,0,0,0,0,9,13,0,0,0,0,0,1,16,7,0,0,0,0,2,12,15,6,4,1,0,0,10,16,16,16,16,10,7
199,0,0,0,1,7,12,14,1,0,0,1,13,8,4,13,0,0,0,10,16,9,15,11,0,0,1,16,15,15,16,3,0,0,0,11,9,3,14,0,0,0,0,0,0,5,9,0,0,0,0,0,0,7,8,0,0,0,0,0,0,8,6,0,0,7
200,0,0,0,12,6,0,0,0,0,0,8,15,13,4,0,0,0,5,16,6,3,12,0,0,0,7,14,1,0,11,5,0,0,3,14,0,0,7,10,0,0,1,14,2,0,9,9,0,0,0,9,11,6,15,5,0,0,0,0,10,16,11,0,0,0
201,0,0,2,11,13,4,0,0,0,0,12,16,13,15,0,0,0,0,16,9,1,3,0,0,0,4,16,6,14,9,1,0,0,7,16,16,16,16,6,0,0,1,16,14,4,16,8,0,0,0,12,16,13,16,2,0,0,0,2,10,16,7,0,0,7
202,0,2,15,16,6,0,0,0,0,5,16,15,14,0,0,0,0,5,13,10,14,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,7,0,0,0,0,0,10,15,2,0,0,0,0,3,16,10,8,6,1,0,0,2,15,16,16,16,7,0,6
